序号,日文,假名,中文,类型,课文
0,中国人,ちゅうごくじん,中国人,名词,新标初_01
1,日本人,にほんじん,日本人,名词,新标初_01
2,韓国人,かんこくじん,韩国人,名词,新标初_01
3,アメリカ人,アメリカじん,美国人,名词,新标初_01
4,フランス人,フランスじん,法国人,名词,新标初_01
5,学生,がくせい,（大）学生,名词,新标初_01
6,先生,せんせい,老师,名词,新标初_01
7,留学生,りゅうがくせい,留学生,名词,新标初_01
8,教授,きょうじゅ,教授,名词,新标初_01
9,社員,しゃいん,职员,名词,新标初_01
10,会社員,かいしゃいん,公司职员,名词,新标初_01
11,店員,てんいん,店员,名词,新标初_01
12,研修生,けんしゅうせい,进修生,名词,新标初_01
13,企業,きぎょう,企业,名词,新标初_01
14,大学,だいがく,大学,名词,新标初_01
15,父,ちち,（我）父亲,名词,新标初_01
16,課長,かちょう,科长,名词,新标初_01
17,社長,しゃちょう,总经理，社长,名词,新标初_01
18,出迎え,でむかえ,迎接,名词,新标初_01
19,あの人,あのひと,那个人,名词,新标初_01
20,わたし,わたし,我,代词,新标初_01
21,あなた,あなた,你,代词,新标初_01
22,どうも,どうも,非常，很,副词,新标初_01
23,はい,はい,哎，是,感叹词,新标初_01
24,いいえ,いいえ,不，不是,感叹词,新标初_01
25,あっ,あっ,哎，哎呀,感叹词,新标初_01
26,李,り,李,专有词,新标初_01
27,王,おう,王,专有词,新标初_01
28,張,ちょう,张,专有词,新标初_01
29,森,もり,森,专有词,新标初_01
30,林,はやし,林,专有词,新标初_01
31,小野,おの,小野,专有词,新标初_01
32,吉田,よしだ,吉田,专有词,新标初_01
33,田中,たなか,田中,专有词,新标初_01
34,中村,なかむら,中村,专有词,新标初_01
35,太郎,たろう,太郎,专有词,新标初_01
36,金,キム,金,专有词,新标初_01
37,デュポン,デュポン,迪蓬,专有词,新标初_01
38,スミス,スミス,史密斯,专有词,新标初_01
39,ジョンソン,ジョンソン,约翰逊,专有词,新标初_01
40,中国,ちゅうごく,中国,专有词,新标初_01
41,東京大学,とうきょうだいがく,东京大学,专有词,新标初_01
42,北京大学,ペキンだいがく,北京大学,专有词,新标初_01
43,ＪＣ企画,ジェーシーきかく,JC策划公司,专有词,新标初_01
44,北京旅行社,ペキンりょこうしゃ,北京旅行社,专有词,新标初_01
45,日中商事,にっちゅうしょうじ,日中商社,专有词,新标初_01
46,こんにちは,こんにちは,你好,惯用语,新标初_01
47,すみません,すみません,对不起，请问,惯用语,新标初_01
48,どうぞ,どうぞ,请,惯用语,新标初_01
49,よろしくお願いします,よろしくおねがいします,请多关照,惯用语,新标初_01
50,はじめまして,はじめまして,初次见面,惯用语,新标初_01
51,こちらこそ,こちらこそ,我才要（请您～）,惯用语,新标初_01
52,そうです,そうです,是（这样）,惯用语,新标初_01
53,ちがいます,ちがいます,不是,惯用语,新标初_01
54,分かりません,わかりません,不知道,惯用语,新标初_01
55,どうもすみません,どうもすみません,实在对不起,惯用语,新标初_01
56,本,ほん,书,名词,新标初_02
57,かばん,かばん,包，公文包,名词,新标初_02
58,ノート,ノート,笔记本，本子,名词,新标初_02
59,鉛筆,えんぴつ,铅笔,名词,新标初_02
60,傘,かさ,伞,名词,新标初_02
61,靴,くつ,鞋,名词,新标初_02
62,新聞,しんぶん,报纸,名词,新标初_02
63,雑誌,ざっし,杂志,名词,新标初_02
64,辞書,じしょ,词典,名词,新标初_02
65,カメラ,カメラ,照相机,名词,新标初_02
66,テレビ,テレビ,电视机,名词,新标初_02
67,パソコン,パソコン,个人电脑,名词,新标初_02
68,ラジオ,ラジオ,收音机,名词,新标初_02
69,電話,でんわ,电话,名词,新标初_02
70,机,つくえ,桌子，书桌,名词,新标初_02
71,いす,いす,椅子,名词,新标初_02
72,かぎ,かぎ,钥匙，锁,名词,新标初_02
73,時計,とけい,钟，表,名词,新标初_02
74,手帳,てちょう,记事本,名词,新标初_02
75,写真,しゃしん,照片,名词,新标初_02
76,車,くるま,车,名词,新标初_02
77,自転車,じてんしゃ,自行车,名词,新标初_02
78,お土産,おみやげ,礼物,名词,新标初_02
79,名産品,めいさんひん,特产，名产,名词,新标初_02
80,シルク,シルク,丝绸,名词,新标初_02
81,ハンカチ,ハンカチ,手绢,名词,新标初_02
82,会社,かいしゃ,公司,名词,新标初_02
83,方,かた,（敬称）位，人,名词,新标初_02
84,人,ひと,人,名词,新标初_02
85,家族,かぞく,家人，家属,名词,新标初_02
86,母,はは,（我）母亲,名词,新标初_02
87,お母さん,おかあさん,母亲,名词,新标初_02
88,日本語,にほんご,日语,名词,新标初_02
89,中国語,ちゅうごくご,汉语，中文,名词,新标初_02
90,これ,これ,这，这个,代词,新标初_02
91,それ,それ,那，那个,代词,新标初_02
92,あれ,あれ,那，那个,代词,新标初_02
93,どれ,どれ,哪个,代词,新标初_02
94,何,なん,什么,代词,新标初_02
95,だれ,だれ,谁,代词,新标初_02
96,どなた,どなた,哪位,代词,新标初_02
97,この,この,这，这个,连接词,新标初_02
98,その,その,那，那个,连接词,新标初_02
99,あの,あの,那，那个,连接词,新标初_02
100,どの,どの,哪个,连接词,新标初_02
101,えっ,えっ,啊,感叹词,新标初_02
102,わあ,わあ,哇,感叹词,新标初_02
103,ええ,ええ,（应答）嗯，是,感叹词,新标初_02
104,長島,ながしま,长岛,专有词,新标初_02
105,日本,にほん,日本,专有词,新标初_02
106,スワトウ,スワトウ,汕头,专有词,新标初_02
107,ロンドン,ロンドン,伦敦,专有词,新标初_02
108,ありがとうございます,ありがとうございます,谢谢,惯用语,新标初_02
109,おいくつ,おいくつ,多大,惯用语,新标初_02
110,デパート,デパート,百货商店,名词,新标初_03
111,食堂,しょくどう,食堂,名词,新标初_03
112,郵便局,ゆうびんきょく,邮局,名词,新标初_03
113,銀行,ぎんこう,银行,名词,新标初_03
114,図書館,としょかん,图书馆,名词,新标初_03
115,マンション,マンション,(高级）公寓,名词,新标初_03
116,ホテル,ホテル,宾馆,名词,新标初_03
117,コンビニ,コンビニ,便利店,名词,新标初_03
118,喫茶店,きっさてん,咖啡馆,名词,新标初_03
119,病院,びょういん,医院,名词,新标初_03
120,本屋,ほんや,书店,名词,新标初_03
121,レストラン,レストラン,餐馆，西餐馆,名词,新标初_03
122,ビル,ビル,大楼，大厦,名词,新标初_03
123,建物,たてもの,大楼，建筑物,名词,新标初_03
124,売り場,うりば,柜台，出售处,名词,新标初_03
125,トイレ,トイレ,厕所，盥洗室,名词,新标初_03
126,入り口,いりぐち,入口,名词,新标初_03
127,事務所,じむしょ,事务所，办事处,名词,新标初_03
128,受付,うけつけ,接待处,名词,新标初_03
129,バーゲン会場,バーゲンかいじょう,降价处理大卖场,名词,新标初_03
130,エスカレーター,エスカレーター,自动扶梯,名词,新标初_03
131,服,ふく,衣服,名词,新标初_03
132,コート,コート,风衣，大衣,名词,新标初_03
133,デジカメ,デジカメ,数码相机,名词,新标初_03
134,国,くに,国，国家,名词,新标初_03
135,地図,ちず,地图,名词,新标初_03
136,隣,となり,旁边,名词,新标初_03
137,周辺,しゅうへん,附近，周边,名词,新标初_03
138,今日,きょう,今天,名词,新标初_03
139,水曜日,すいようび,星期三,名词,新标初_03
140,木曜日,もくようび,星期四,名词,新标初_03
141,ここ,ここ,这里，这儿,代词,新标初_03
142,そこ,そこ,那里，那儿,代词,新标初_03
143,あそこ,あそこ,那里，那儿,代词,新标初_03
144,こちら,こちら,这儿，这边,代词,新标初_03
145,そちら,そちら,那儿，那边,代词,新标初_03
146,あちら,あちら,那儿，那边,代词,新标初_03
147,どこ,どこ,哪里，哪儿,代词,新标初_03
148,どちら,どちら,哪儿，哪边,代词,新标初_03
149,あのう,あのう,请问，对不起,感叹词,新标初_03
150,上海,シャンハイ,上海,专有词,新标初_03
151,東京,とうきょう,东京,专有词,新标初_03
152,いくら,いくら,多少钱,惯用语,新标初_03
153,部屋,へや,房间，屋子,名词,新标初_04
154,庭,にわ,院子,名词,新标初_04
155,家,いえ,家,名词,新标初_04
156,居間,いま,起居室,名词,新标初_04
157,冷蔵庫,れいぞうこ,冰箱,名词,新标初_04
158,壁,かべ,墙壁,名词,新标初_04
159,スイッチ,スイッチ,开关,名词,新标初_04
160,本棚,ほんだな,书架,名词,新标初_04
161,ベッド,ベッド,床,名词,新标初_04
162,猫,ねこ,猫,名词,新标初_04
163,犬,いぬ,狗,名词,新标初_04
164,箱,はこ,盒子，箱子,名词,新标初_04
165,眼鏡,めがね,眼镜,名词,新标初_04
166,ビデオ,ビデオ,录像机,名词,新标初_04
167,サッカーボール,サッカーボール,足球,名词,新标初_04
168,ビール,ビール,啤酒,名词,新标初_04
169,ウイスキー,ウイスキー,威士忌,名词,新标初_04
170,子供,こども,孩子，小孩,名词,新标初_04
171,兄弟,きょうだい,兄弟姐妹,名词,新标初_04
172,両親,りょうしん,父母，双亲,名词,新标初_04
173,妹,いもうと,妹妹,名词,新标初_04
174,男,おとこ,男,名词,新标初_04
175,女,おんな,女,名词,新标初_04
176,生徒,せいと,学生,名词,新标初_04
177,上,うえ,上面,名词,新标初_04
178,外,そと,外面,名词,新标初_04
179,中,なか,里面，内部，中间,名词,新标初_04
180,下,した,下面,名词,新标初_04
181,前,まえ,前，前面,名词,新标初_04
182,後ろ,うしろ,后，后面,名词,新标初_04
183,近く,ちかく,附近，近旁,名词,新标初_04
184,場所,ばしょ,所在地，地方，场所,名词,新标初_04
185,教室,きょうしつ,教室,名词,新标初_04
186,会議室,かいぎしつ,会议室,名词,新标初_04
187,図書室,としょしつ,图书室,名词,新标初_04
188,公園,こうえん,公园,名词,新标初_04
189,花屋,はなや,花店,名词,新标初_04
190,売店,ばいてん,小卖部，售货亭,名词,新标初_04
191,駅,えき,车站,名词,新标初_04
192,地下鉄,ちかてつ,地铁,名词,新标初_04
193,樹,き,树，树木,名词,新标初_04
194,一人暮らし,ひとりぐらし,单身生活,名词,新标初_04
195,あります,あります,有，在（非意志者）,动1,新标初_04
196,います,います,有，在（具意志者）,动2,新标初_04
197,ええと,ええと,啊，嗯,感叹词,新标初_04
198,横浜,よこはま,横滨,专有词,新标初_04
199,名古屋,なごや,名古屋,专有词,新标初_04
200,大阪,おおさか,大阪,专有词,新标初_04
201,ＪＲ,ジェーアール,JR,专有词,新标初_04
202,今,いま,现在,名词,新标初_05
203,先週,せんしゅう,上个星期,名词,新标初_05
204,来週,らいしゅう,下个星期,名词,新标初_05
205,さ来週,さらいしゅう,下下个星期,名词,新标初_05
206,今週,こんしゅう,这个星期,名词,新标初_05
207,昨日,きのう,昨天,名词,新标初_05
208,明日,あした,明天,名词,新标初_05
209,あさって,あさって,后天,名词,新标初_05
210,おととい,おととい,前天,名词,新标初_05
211,毎日,まいにち,每天，每日,名词,新标初_05
212,毎朝,まいあさ,每天早晨,名词,新标初_05
213,毎晩,まいばん,每天晚上,名词,新标初_05
214,毎週,まいしゅう,每个星期,名词,新标初_05
215,午前,ごぜん,上午,名词,新标初_05
216,午後/ピーエム,ごご,下午,名词,新标初_05
217,日曜日,にちようび,星期日,名词,新标初_05
218,月曜日,げつようび,星期一,名词,新标初_05
219,火曜日,かようび,星期二,名词,新标初_05
220,金曜日,きんようび,星期五,名词,新标初_05
221,土曜日,どようび,星期六,名词,新标初_05
222,今朝,けさ,今天早晨,名词,新标初_05
223,今晩,こんばん,今天晚上,名词,新标初_05
224,来年,らいねん,明年,名词,新标初_05
225,去年,きょねん,去年,名词,新标初_05
226,夜,よる,晚上，夜里，夜晚,名词,新标初_05
227,晩,ばん,晚上,名词,新标初_05
228,朝,あさ,早晨,名词,新标初_05
229,学校,がっこう,学校,名词,新标初_05
230,試験,しけん,考试,名词,新标初_05
231,仕事,しごと,工作,名词,新标初_05
232,遅刻,ちこく,迟到,名词,新标初_05
233,休み,やすみ,休息,名词,新标初_05
234,出張,しゅっちょう,出差,名词,新标初_05
235,研修,けんしゅう,进修,名词,新标初_05
236,旅行,りょこう,旅行,名词,新标初_05
237,展覧会,てんらんかい,展览会,名词,新标初_05
238,歓迎会,かんげいかい,欢迎会,名词,新标初_05
239,パーティー,パーティー,联欢会,名词,新标初_05
240,お宅,おたく,府上，,名词,新标初_05
241,いつ,いつ,什么时候,代词,新标初_05
242,休みます,やすみます,休息,动1,新标初_05
243,働きます,はたらきます,工作,动1,新标初_05
244,始まります,はじまります,开始,动1,新标初_05
245,終わります,おわります,结束,动1,新标初_05
246,起きます,おきます,起床,动2,新标初_05
247,寝ます,ねます,睡觉,动2,新标初_05
248,勉強します,べんきょうします,学习,动3,新标初_05
249,いつも,いつも,经常，总是,副词,新标初_05
250,北京支社,ペキンししゃ,北京分社,专有词,新标初_05
251,神戸,こうべ,神户,专有词,新标初_05
252,お早う,おはよう,你早,惯用语,新标初_05
253,来月,らいげつ,下个月,名词,新标初_06
254,先月,せんげつ,上个月,名词,新标初_06
255,夜中,よなか,午夜，半夜,名词,新标初_06
256,ゆうべ,ゆうべ,昨天晚上,名词,新标初_06
257,コンサート,コンサート,音乐会,名词,新标初_06
258,クリスマス,クリスマス,圣诞节,名词,新标初_06
259,誕生日,たんじょうび,生日,名词,新标初_06
260,こどもの日,こどものひ,儿童节,名词,新标初_06
261,夏休み,なつやすみ,暑假,名词,新标初_06
262,交通機関,こうつうきかん,交通工具,名词,新标初_06
263,新幹線,しんかんせん,新干线,名词,新标初_06
264,飛行機,ひこうき,飞机,名词,新标初_06
265,フェリー,フェリー,渡轮,名词,新标初_06
266,電車,でんしゃ,电车,名词,新标初_06
267,バス,バス,公共汽车,名词,新标初_06
268,タクシー,タクシー,出租车,名词,新标初_06
269,美術館,びじゅつかん,美术馆,名词,新标初_06
270,アパート,アパート,公寓,名词,新标初_06
271,うち,うち,家,名词,新标初_06
272,プール,プール,游泳池,名词,新标初_06
273,友達,ともだち,朋友,名词,新标初_06
274,弟,おとうと,弟弟,名词,新标初_06
275,行きます,いきます,去,动1,新标初_06
276,帰ります,かえります,回来，回去,动1,新标初_06
277,来ます,きます,来,动3,新标初_06
278,たしか,たしか,好像是，大概；的确,副词,新标初_06
279,まっすぐ,まっすぐ,径直，笔直,副词,新标初_06
280,いっしょに,いっしょに,一起,副词,新标初_06
281,佐藤,さとう,佐藤,专有词,新标初_06
282,北京,ペキン,北京,专有词,新标初_06
283,アメリカ,アメリカ,美国,专有词,新标初_06
284,韓国,かんこく,韩国,专有词,新标初_06
285,フランス,フランス,法国,专有词,新标初_06
286,広島,ひろしま,广岛,专有词,新标初_06
287,京都,きょうと,京都,专有词,新标初_06
288,北海道,ほっかいどう,北海道,专有词,新标初_06
289,箱根,はこね,箱根,专有词,新标初_06
290,銀座,ぎんざ,银座,专有词,新标初_06
291,渋谷,しぶや,涩谷,专有词,新标初_06
292,新宿,しんじゅく,新宿,专有词,新标初_06
293,お疲れ様でした,おつかれさまでした,够累的,惯用语,新标初_06
294,お先に失礼します,おさきにしつれいします,我先走了，我先告辞了,惯用语,新标初_06
295,歩いて,あるいて,步行,惯用语,新标初_06
296,大変ですね,たいへんですね,真不容易，够受的，不得了,惯用语,新标初_06
297,コーヒー,コーヒー,咖啡,名词,新标初_07
298,コーラ,コーラ,可乐,名词,新标初_07
299,お茶,おちゃ,茶,名词,新标初_07
300,ワイン,ワイン,葡萄酒,名词,新标初_07
301,パン,パン,面包,名词,新标初_07
302,ケーキ,ケーキ,蛋糕,名词,新标初_07
303,お粥,おかゆ,粥,名词,新标初_07
304,昼ご飯,ひるごはん,午饭,名词,新标初_07
305,お弁当,おべんとう,盒饭,名词,新标初_07
306,そば,そば,荞麦面,名词,新标初_07
307,うどん,うどん,面条,名词,新标初_07
308,親子丼,おやこどん,鸡肉鸡蛋盖饭,名词,新标初_07
309,カレー,カレー,咖喱（饭）,名词,新标初_07
310,卵,たまご,鸡蛋,名词,新标初_07
311,チーズ,チーズ,干酪,名词,新标初_07
312,リンゴ,リンゴ,苹果,名词,新标初_07
313,イチゴ,イチゴ,草莓,名词,新标初_07
314,そば屋,そばや,荞麦面馆,名词,新标初_07
315,テニス,テニス,网球,名词,新标初_07
316,ジョギング,ジョギング,慢跑，跑步,名词,新标初_07
317,サッカー,サッカー,足球,名词,新标初_07
318,野球,やきゅう,棒球,名词,新标初_07
319,申込書,もうしこみしょ,申请书,名词,新标初_07
320,手紙,てがみ,信,名词,新标初_07
321,ＣＤ,シーディー,CD,名词,新标初_07
322,音楽,おんがく,音乐,名词,新标初_07
323,映画,えいが,电影,名词,新标初_07
324,動物園,どうぶつえん,动物园,名词,新标初_07
325,パンダ,パンダ,熊猫,名词,新标初_07
326,飲みます,のみます,喝,动1,新标初_07
327,買います,かいます,买,动1,新标初_07
328,撮ります,とります,拍照，拍摄,动1,新标初_07
329,書きます,かきます,写,动1,新标初_07
330,読みます,よみます,读,动1,新标初_07
331,聞きます,ききます,听,动1,新标初_07
332,食べます,たべます,吃,动2,新标初_07
333,見ます,みます,看,动2,新标初_07
334,します,します,干，做,动3,新标初_07
335,掃除します,そうじします,打扫，扫除,动3,新标初_07
336,これから,これから,从现在起，今后,副词,新标初_07
337,じゃあ,じゃあ,那么,接续词,新标初_07
338,では,では,那么,接续词,新标初_07
339,いらっしゃいませ,いらっしゃいませ,欢迎光临,惯用语,新标初_07
340,失礼します,しつれいします,告辞了，我走了,惯用语,新标初_07
341,失礼しました,しつれいしました,打搅了，失礼了,惯用语,新标初_07
342,いってまいります,いってまいります,我走了,惯用语,新标初_07
343,いってきます,いってきます,我走了,惯用语,新标初_07
344,いってらっしゃい,いってらっしゃい,你走好,惯用语,新标初_07
345,ただいま,ただいま,我回来了,惯用语,新标初_07
346,お帰りなさい,おかえりなさい,你回来了,惯用语,新标初_07
347,かしこまりました,かしこまりました,我知道了,惯用语,新标初_07
348,お邪魔します,おじゃまします,打扰了,惯用语,新标初_07
349,ください,ください,给我,惯用语,新标初_07
350,午前中,ごぜんちゅう,上午,惯用语,新标初_07
351,プレゼント,プレゼント,礼物,名词,新标初_08
352,チケット,チケット,票,名词,新标初_08
353,パンフレット,パンフレット,小册子,名词,新标初_08
354,記念品,きねんひん,纪念品,名词,新标初_08
355,スケジュール表,スケジュールひょう,日程表,名词,新标初_08
356,写真集,しゃしんしゅう,影集,名词,新标初_08
357,花,はな,花,名词,新标初_08
358,お金,おかね,钱，金钱,名词,新标初_08
359,ボールペン,ボールペン,圆珠笔,名词,新标初_08
360,宿題,しゅくだい,作业,名词,新标初_08
361,航空便,こうくうびん,航空邮件,名词,新标初_08
362,速達,そくたつ,速递，快件,名词,新标初_08
363,ファックス,ファックス,传真,名词,新标初_08
364,メール,メール,邮件,名词,新标初_08
365,電話番号,でんわばんごう,电话号码,名词,新标初_08
366,住所,じゅうしょ,住址,名词,新标初_08
367,名前,なまえ,姓名,名词,新标初_08
368,件,けん,事件，事情,名词,新标初_08
369,新聞紙,しんぶんし,报纸,名词,新标初_08
370,紙飛行機,かみひこうき,纸折的飞机,名词,新标初_08
371,チョコレート,チョコレート,巧克力,名词,新标初_08
372,アイスクリーム,アイスクリーム,冰激凌,名词,新标初_08
373,小麦粉,こむぎこ,面粉,名词,新标初_08
374,はし,はし,筷子,名词,新标初_08
375,スプーン,スプーン,勺子,名词,新标初_08
376,お兄さん,おにいさん,哥哥,名词,新标初_08
377,韓国語,かんこくご,韩语,名词,新标初_08
378,夕方,ゆうがた,傍晚,名词,新标初_08
379,昼休み,ひるやすみ,午休,名词,新标初_08
380,もらいます,もらいます,拿到，得到,动1,新标初_08
381,会います,あいます,见,动1,新标初_08
382,送ります,おくります,寄,动1,新标初_08
383,作ります,つくります,做，制造,动1,新标初_08
384,太ります,ふとります,胖,动1,新标初_08
385,出します,だします,寄,动1,新标初_08
386,届きます,とどきます,收到，送到，寄到,动1,新标初_08
387,かきます,かきます,画,动1,新标初_08
388,貸します,かします,借出，借给,动1,新标初_08
389,習います,ならいます,学习,动1,新标初_08
390,あげます,あげます,给,动2,新标初_08
391,かけます,かけます,打（电话）,动2,新标初_08
392,借ります,かります,向别人）借,动2,新标初_08
393,教えます,おしえます,教,动2,新标初_08
394,もう,もう,已经,副词,新标初_08
395,さっき,さっき,刚才,副词,新标初_08
396,たった今,たったいま,刚刚,副词,新标初_08
397,もう一度,もういちど,再一次,副词,新标初_08
398,前に,まえに,以前,副词,新标初_08
399,陳,ちん,陈,专有词,新标初_08
400,どうですか,どうですか,怎样，如何,惯用语,新标初_08
401,お願いします,おねがいします,拜托了,惯用语,新标初_08
402,分かりました,わかりました,明白了,惯用语,新标初_08
403,よかったです,よかったです,太好了,惯用语,新标初_08
404,料理,りょうり,菜肴，饭菜,名词,新标初_09
405,四川料理,しせんりょうり,四川菜,名词,新标初_09
406,スープ,スープ,汤,名词,新标初_09
407,北京ダック,ぺキンダック,北京烤鸭,名词,新标初_09
408,食べ物,たべもの,食物，食品,名词,新标初_09
409,すき焼き,すきやき,日式牛肉火锅,名词,新标初_09
410,温泉,おんせん,温泉,名词,新标初_09
411,お湯,おゆ,热水，开水,名词,新标初_09
412,水,みず,水，凉水,名词,新标初_09
413,浴衣,ゆかた,浴衣，夏季和服,名词,新标初_09
414,眺め,ながめ,景色，风景,名词,新标初_09
415,薬,くすり,药,名词,新标初_09
416,天気,てんき,天气,名词,新标初_09
417,海,うみ,大海,名词,新标初_09
418,山,やま,山,名词,新标初_09
419,紙,かみ,纸,名词,新标初_09
420,ニュース,ニュース,新闻,名词,新标初_09
421,女性,じょせい,女性,名词,新标初_09
422,お客様,おきゃくさま,来宾,名词,新标初_09
423,グラス,グラス,玻璃杯,名词,新标初_09
424,歌舞伎,かぶき,歌舞伎,名词,新标初_09
425,気持ち,きもち,心情,名词,新标初_09
426,たくさん,たくさん,很多,名词,新标初_09
427,辛い,からい,辣,形容词,新标初_09
428,甘い,あまい,甜,形容词,新标初_09
429,塩辛い/しょっぱい,しおからい,咸,形容词,新标初_09
430,酸っぱい,すっぱい,酸,形容词,新标初_09
431,苦い,にがい,苦,形容词,新标初_09
432,おいしい,おいしい,好吃，可口,形容词,新标初_09
433,まずい,まずい,不好吃，难吃,形容词,新标初_09
434,あつい,あつい,热，烫,形容词,新标初_09
435,冷たい,つめたい,凉,形容词,新标初_09
436,楽しい,たのしい,愉快，快乐,形容词,新标初_09
437,おもしろい,おもしろい,有趣，有意思,形容词,新标初_09
438,つまらない,つまらない,无聊,形容词,新标初_09
439,広い,ひろい,广阔，宽敞,形容词,新标初_09
440,狭い,せまい,狭窄,形容词,新标初_09
441,大きい,おおきい,大,形容词,新标初_09
442,小さい,ちいさい,小,形容词,新标初_09
443,忙しい,いそがしい,忙，忙碌,形容词,新标初_09
444,いい,いい,好,形容词,新标初_09
445,悪い,わるい,不好，坏,形容词,新标初_09
446,すばらしい,すばらしい,极好，绝佳,形容词,新标初_09
447,遠い,とおい,远,形容词,新标初_09
448,近い,ちかい,近,形容词,新标初_09
449,高い,たかい,高，贵,形容词,新标初_09
450,低い,ひくい,低,形容词,新标初_09
451,安い,やすい,便宜,形容词,新标初_09
452,寒い,さむい,寒冷,形容词,新标初_09
453,暑い,あつい,天气）热,形容词,新标初_09
454,青い,あおい,蓝色的,形容词,新标初_09
455,白い,しろい,白色的,形容词,新标初_09
456,新しい,あたらしい,新,形容词,新标初_09
457,古い,ふるい,旧,形容词,新标初_09
458,難しい,むずかしい,难,形容词,新标初_09
459,易しい,やさしい,容易,形容词,新标初_09
460,多い,おおい,多,形容词,新标初_09
461,少ない,すくない,少,形容词,新标初_09
462,かわいい,かわいい,可爱,形容词,新标初_09
463,本当に,ほんとうに,真的，实在是,副词,新标初_09
464,あまり,あまり,不（太）～，不很～,副词,新标初_09
465,とても/たいへん,とても/たいへん,很，非常,副词,新标初_09
466,少し/ちょっと,すこし/ちょっと,一点儿,副词,新标初_09
467,全然,ぜんぜん,根本,副词,新标初_09
468,ちょうど,ちょうど,正好，恰好,副词,新标初_09
469,あら/あれ,あら/あれ,哎呀，咦,感叹词,新标初_09
470,ああ,ああ,啊,感叹词,新标初_09
471,天安門,てんあんもん,天安门,专有词,新标初_09
472,万里の長城,ばんりのちょうじょう,万里长城,专有词,新标初_09
473,気持ちがいい,きもちがいい,感觉舒服，心情愉快,惯用语,新标初_09
474,紅葉,もみじ,红叶,名词,新标初_10
475,故郷,こきょう,故乡,名词,新标初_10
476,通り,とおり,大街,名词,新标初_10
477,町,まち,城市，街道,名词,新标初_10
478,所,ところ,场所,名词,新标初_10
479,お店,おみせ,餐馆；商店,名词,新标初_10
480,人形,にんぎょう,玩偶,名词,新标初_10
481,作品,さくひん,作品,名词,新标初_10
482,彫刻,ちょうこく,雕刻,名词,新标初_10
483,自動車,じどうしゃ,汽车,名词,新标初_10
484,道具,どうぐ,工具,名词,新标初_10
485,魚,さかな,鱼,名词,新标初_10
486,お菓子,おかし,点心,名词,新标初_10
487,物,もの,物品，东西,名词,新标初_10
488,シーズン,シーズン,季节,名词,新标初_10
489,修学旅行,しゅうがくりょこう,修学旅行,名词,新标初_10
490,観光客,かんこうきゃく,游客,名词,新标初_10
491,作家,さっか,作家,名词,新标初_10
492,部長,ぶちょう,部长,名词,新标初_10
493,平日,へいじつ,平日，非休息日,名词,新标初_10
494,日,ひ,日子,名词,新标初_10
495,生活,せいかつ,生活,名词,新标初_10
496,世界,せかい,世界,名词,新标初_10
497,晴れ,はれ,晴天,名词,新标初_10
498,雨,あめ,雨，下雨,名词,新标初_10
499,曇り,くもり,阴天,名词,新标初_10
500,雪,ゆき,雪,名词,新标初_10
501,汚い,きたない,脏,形容词,新标初_10
502,きれい,きれい,漂亮，干净,形容动词,新标初_10
503,有名,ゆうめい,有名,形容动词,新标初_10
504,にぎやか,にぎやか,热闹，繁华,形容动词,新标初_10
505,静か,しずか,安静,形容动词,新标初_10
506,暇,ひま,空闲,形容动词,新标初_10
507,親切,しんせつ,热情,形容动词,新标初_10
508,好き,すき,喜欢,形容动词,新标初_10
509,嫌い,きらい,讨厌,形容动词,新标初_10
510,便利,べんり,方便,形容动词,新标初_10
511,不便,ふべん,不方便,形容动词,新标初_10
512,元気,げんき,健康，有精神,形容动词,新标初_10
513,簡単,かんたん,简单,形容动词,新标初_10
514,ハンサム,ハンサム,英俊，帅气,形容动词,新标初_10
515,どんな,どんな,什么样的，怎样的,代词,新标初_10
516,どう,どう,怎样，如何,副词,新标初_10
517,いかが,いかが,如何,副词,新标初_10
518,いろいろ,いろいろ,各种各样,副词,新标初_10
519,でも,でも,可是，不过,接续词,新标初_10
520,そして,そして,而且，于是,接续词,新标初_10
521,ところで,ところで,（转换话题）哎,接续词,新标初_10
522,あれえ,あれえ,咦,感叹词,新标初_10
523,奈良,なら,奈良,专有词,新标初_10
524,富士山,ふじさん,富士山,专有词,新标初_10
525,もう少し,もうすこし,再～一点,惯用语,新标初_10
526,日文,假名,中文,类型,新标初_10
527,歌,うた,歌，歌曲,名词,新标初_11
528,カラオケ,カラオケ,卡拉OK,名词,新标初_11
529,ロック,ロック,摇滚乐,名词,新标初_11
530,ポップス,ポップス,流行音乐,名词,新标初_11
531,クラシック,クラシック,西方古典音乐,名词,新标初_11
532,ピアノ,ピアノ,钢琴,名词,新标初_11
533,絵,え,画儿,名词,新标初_11
534,英語,えいご,英语,名词,新标初_11
535,スペイン語,スペインご,西班牙语,名词,新标初_11
536,スポーツ,スポーツ,体育，运动,名词,新标初_11
537,水泳,すいえい,游泳,名词,新标初_11
538,ゴルフ,ゴルフ,高尔夫球,名词,新标初_11
539,運転,うんてん,开车,名词,新标初_11
540,飲み物,のみもの,饮料,名词,新标初_11
541,お酒,おさけ,酒，酒类,名词,新标初_11
542,肉,にく,肉,名词,新标初_11
543,野菜,やさい,蔬菜,名词,新标初_11
544,果物,くだもの,水果,名词,新标初_11
545,ヒマワリ,ヒマワリ,向日葵,名词,新标初_11
546,バラ,バラ,蔷薇，玫瑰,名词,新标初_11
